date,day_of_week,month,city,category,demand_units,unit_price,warehouse,stock_available,lead_time_days
2024-03-18,0,3,Hyderabad,Medicines,155,200,Warehouse_South,575,2
2024-03-19,1,3,Mumbai,Electronics,67,8500,Warehouse_North,779,4
2024-03-19,1,3,Mumbai,Groceries,255,150,Warehouse_North,772,3
2024-03-19,1,3,Mumbai,Clothing,111,800,Warehouse_West,522,3
2024-03-19,1,3,Mumbai,Furniture,32,12000,Warehouse_South,288,1
2024-03-19,1,3,Mumbai,Medicines,232,200,Warehouse_West,800,2
2024-03-19,1,3,Delhi,Electronics,61,8500,Warehouse_South,456,1
2024-03-19,1,3,Delhi,Groceries,284,150,Warehouse_North,876,3
2024-03-19,1,3,Delhi,Clothing,113,800,Warehouse_West,719,2
2024-03-19,1,3,Delhi,Furniture,27,12000,Warehouse_South,558,2
2024-03-19,1,3,Delhi,Medicines,221,200,Warehouse_South,533,1
2024-03-19,1,3,Bangalore,Electronics,54,8500,Warehouse_West,891,2
2024-03-19,1,3,Bangalore,Groceries,215,150,Warehouse_West,671,2
2024-03-19,1,3,Bangalore,Clothing,97,800,Warehouse_South,749,1
2024-03-19,1,3,Bangalore,Furniture,23,12000,Warehouse_West,402,1
2024-03-19,1,3,Bangalore,Medicines,201,200,Warehouse_West,246,1
2024-03-19,1,3,Chennai,Electronics,50,8500,Warehouse_West,821,1
2024-03-19,1,3,Chennai,Groceries,208,150,Warehouse_South,991,1
2024-03-19,1,3,Chennai,Clothing,79,800,Warehouse_North,945,4
2024-03-19,1,3,Chennai,Furniture,16,12000,Warehouse_West,407,1
2024-03-19,1,3,Chennai,Medicines,183,200,Warehouse_North,814,4
2024-03-19,1,3,Pune,Electronics,49,8500,Warehouse_North,981,2
2024-03-19,1,3,Pune,Groceries,189,150,Warehouse_North,201,4
2024-03-19,1,3,Pune,Clothing,99,800,Warehouse_North,933,3
2024-03-19,1,3,Pune,Furniture,22,12000,Warehouse_West,406,2
2024-03-19,1,3,Pune,Medicines,138,200,Warehouse_North,968,3
2024-03-19,1,3,Hyderabad,Electronics,38,8500,Warehouse_South,594,2
2024-03-19,1,3,Hyderabad,Groceries,156,150,Warehouse_West,929,4
2024-03-19,1,3,Hyderabad,Clothing,72,800,Warehouse_North,340,1
2024-03-19,1,3,Hyderabad,Furniture,17,12000,Warehouse_South,397,1
2024-03-19,1,3,Hyderabad,Medicines,136,200,Warehouse_South,767,3
2024-03-20,2,3,Mumbai,Electronics,65,8500,Warehouse_West,524,2
2024-03-20,2,3,Mumbai,Groceries,227,150,Warehouse_South,263,3
2024-03-20,2,3,Mumbai,Clothing,110,800,Warehouse_North,456,1
2024-03-20,2,3,Mumbai,Furniture,35,12000,Warehouse_West,237,1
2024-03-20,2,3,Mumbai,Medicines,196,200,Warehouse_South,768,1
2024-03-20,2,3,Delhi,Electronics,66,8500,Warehouse_North,630,4
2024-03-20,2,3,Delhi,Groceries,294,150,Warehouse_South,800,1
2024-03-20,2,3,Delhi,Clothing,121,800,Warehouse_North,456,4
2024-03-20,2,3,Delhi,Furniture,30,12000,Warehouse_West,515,3
2024-03-20,2,3,Delhi,Medicines,214,200,Warehouse_North,633,2
2024-03-20,2,3,Bangalore,Electronics,61,8500,Warehouse_South,619,1
2024-03-20,2,3,Bangalore,Groceries,295,150,Warehouse_North,760,4
2024-03-20,2,3,Bangalore,Clothing,102,800,Warehouse_West,256,2
2024-03-20,2,3,Bangalore,Furniture,25,12000,Warehouse_North,377,1
2024-03-20,2,3,Bangalore,Medicines,195,200,Warehouse_West,446,4
2024-03-20,2,3,Chennai,Electronics,52,8500,Warehouse_South,991,1
2024-03-20,2,3,Chennai,Groceries,222,150,Warehouse_South,264,4
2024-03-20,2,3,Chennai,Clothing,92,800,Warehouse_North,925,4
2024-03-20,2,3,Chennai,Furniture,17,12000,Warehouse_North,982,2
2024-03-20,2,3,Chennai,Medicines,228,200,Warehouse_West,738,2
2024-03-20,2,3,Pune,Electronics,49,8500,Warehouse_West,211,2
2024-03-20,2,3,Pune,Groceries,174,150,Warehouse_West,231,4
2024-03-20,2,3,Pune,Clothing,53,800,Warehouse_South,279,3
2024-03-20,2,3,Pune,Furniture,20,12000,Warehouse_West,958,1
2024-03-20,2,3,Pune,Medicines,165,200,Warehouse_South,830,3
2024-03-20,2,3,Hyderabad,Electronics,45,8500,Warehouse_North,692,3
2024-03-20,2,3,Hyderabad,Groceries,190,150,Warehouse_South,316,3
2024-03-20,2,3,Hyderabad,Clothing,59,800,Warehouse_West,994,1
2024-03-20,2,3,Hyderabad,Furniture,20,12000,Warehouse_North,884,2
2024-03-20,2,3,Hyderabad,Medicines,138,200,Warehouse_South,574,2
2024-03-21,3,3,Mumbai,Electronics,62,8500,Warehouse_West,620,2
2024-03-21,3,3,Mumbai,Groceries,273,150,Warehouse_North,879,2
2024-03-21,3,3,Mumbai,Clothing,121,800,Warehouse_West,388,4
2024-03-21,3,3,Mumbai,Furniture,29,12000,Warehouse_West,201,2
2024-03-21,3,3,Mumbai,Medicines,207,200,Warehouse_South,404,1
2024-03-21,3,3,Delhi,Electronics,64,8500,Warehouse_North,671,3
2024-03-21,3,3,Delhi,Groceries,240,150,Warehouse_West,765,4
2024-03-21,3,3,Delhi,Clothing,103,800,Warehouse_South,772,3
2024-03-21,3,3,Delhi,Furniture,33,12000,Warehouse_West,661,4
2024-03-21,3,3,Delhi,Medicines,238,200,Warehouse_West,616,2
2024-03-21,3,3,Bangalore,Electronics,71,8500,Warehouse_North,887,2
2024-03-21,3,3,Bangalore,Groceries,231,150,Warehouse_South,246,2
2024-03-21,3,3,Bangalore,Clothing,101,800,Warehouse_West,322,2
2024-03-21,3,3,Bangalore,Furniture,25,12000,Warehouse_South,818,1
2024-03-21,3,3,Bangalore,Medicines,215,200,Warehouse_West,765,2
2024-03-21,3,3,Chennai,Electronics,39,8500,Warehouse_South,434,4
2024-03-21,3,3,Chennai,Groceries,184,150,Warehouse_West,768,1
2024-03-21,3,3,Chennai,Clothing,131,800,Warehouse_West,289,4
2024-03-21,3,3,Chennai,Furniture,17,12000,Warehouse_North,732,4
2024-03-21,3,3,Chennai,Medicines,157,200,Warehouse_South,370,4
2024-03-21,3,3,Pune,Electronics,38,8500,Warehouse_South,431,3
2024-03-21,3,3,Pune,Groceries,181,150,Warehouse_North,267,2
2024-03-21,3,3,Pune,Clothing,68,800,Warehouse_North,459,3
2024-03-21,3,3,Pune,Furniture,21,12000,Warehouse_North,819,3
2024-03-21,3,3,Pune,Medicines,128,200,Warehouse_North,385,3
2024-03-21,3,3,Hyderabad,Electronics,49,8500,Warehouse_West,691,1
2024-03-21,3,3,Hyderabad,Groceries,195,150,Warehouse_North,800,1
2024-03-21,3,3,Hyderabad,Clothing,82,800,Warehouse_North,587,1
2024-03-21,3,3,Hyderabad,Furniture,21,12000,Warehouse_South,375,3
2024-03-21,3,3,Hyderabad,Medicines,129,200,Warehouse_West,432,3
2024-03-22,4,3,Mumbai,Electronics,69,8500,Warehouse_West,412,2
2024-03-22,4,3,Mumbai,Groceries,289,150,Warehouse_North,321,3
2024-03-22,4,3,Mumbai,Clothing,119,800,Warehouse_North,958,4
2024-03-22,4,3,Mumbai,Furniture,36,12000,Warehouse_West,648,4
2024-03-22,4,3,Mumbai,Medicines,208,200,Warehouse_North,989,2
2024-03-22,4,3,Delhi,Electronics,57,8500,Warehouse_North,341,4
2024-03-22,4,3,Delhi,Groceries,238,150,Warehouse_North,595,3
2024-03-22,4,3,Delhi,Clothing,93,800,Warehouse_West,622,1
2024-03-22,4,3,Delhi,Furniture,25,12000,Warehouse_West,279,3
2024-03-22,4,3,Delhi,Medicines,181,200,Warehouse_North,311,2
2024-03-22,4,3,Bangalore,Electronics,63,8500,Warehouse_South,752,3
2024-03-22,4,3,Bangalore,Groceries,273,150,Warehouse_North,586,3
2024-03-22,4,3,Bangalore,Clothing,93,800,Warehouse_West,798,1
2024-03-22,4,3,Bangalore,Furniture,24,12000,Warehouse_North,936,2
2024-03-22,4,3,Bangalore,Medicines,206,200,Warehouse_West,772,4
2024-03-22,4,3,Chennai,Electronics,48,8500,Warehouse_West,902,2
2024-03-22,4,3,Chennai,Groceries,193,150,Warehouse_South,807,4
2024-03-22,4,3,Chennai,Clothing,94,800,Warehouse_North,974,1
2024-03-22,4,3,Chennai,Furniture,20,12000,Warehouse_West,331,2
2024-03-22,4,3,Chennai,Medicines,175,200,Warehouse_North,320,1
2024-03-22,4,3,Pune,Electronics,40,8500,Warehouse_North,971,3
2024-03-22,4,3,Pune,Groceries,220,150,Warehouse_South,711,2
2024-03-22,4,3,Pune,Clothing,64,800,Warehouse_North,884,3
2024-03-22,4,3,Pune,Furniture,20,12000,Warehouse_West,417,3
2024-03-22,4,3,Pune,Medicines,102,200,Warehouse_South,211,1
2024-03-22,4,3,Hyderabad,Electronics,43,8500,Warehouse_South,842,4
2024-03-22,4,3,Hyderabad,Groceries,203,150,Warehouse_West,727,4
2024-03-22,4,3,Hyderabad,Clothing,52,800,Warehouse_South,586,2
2024-03-22,4,3,Hyderabad,Furniture,23,12000,Warehouse_North,910,4
2024-03-22,4,3,Hyderabad,Medicines,200,200,Warehouse_West,220,3
2024-03-23,5,3,Mumbai,Electronics,92,8500,Warehouse_North,615,4
2024-03-23,5,3,Mumbai,Groceries,426,150,Warehouse_North,366,4
2024-03-23,5,3,Mumbai,Clothing,154,800,Warehouse_North,992,1
2024-03-23,5,3,Mumbai,Furniture,36,12000,Warehouse_North,457,3
2024-03-23,5,3,Mumbai,Medicines,318,200,Warehouse_South,932,2
2024-03-23,5,3,Delhi,Electronics,88,8500,Warehouse_North,288,2
2024-03-23,5,3,Delhi,Groceries,396,150,Warehouse_West,506,2
2024-03-23,5,3,Delhi,Clothing,164,800,Warehouse_South,639,4
2024-03-23,5,3,Delhi,Furniture,39,12000,Warehouse_North,692,1
2024-03-23,5,3,Delhi,Medicines,320,200,Warehouse_North,610,1
2024-03-23,5,3,Bangalore,Electronics,84,8500,Warehouse_South,236,4
2024-03-23,5,3,Bangalore,Groceries,319,150,Warehouse_West,230,3
2024-03-23,5,3,Bangalore,Clothing,126,800,Warehouse_North,365,4
2024-03-23,5,3,Bangalore,Furniture,33,12000,Warehouse_South,681,3
2024-03-23,5,3,Bangalore,Medicines,276,200,Warehouse_North,209,4
2024-03-23,5,3,Chennai,Electronics,72,8500,Warehouse_South,779,3
2024-03-23,5,3,Chennai,Groceries,307,150,Warehouse_West,635,1
2024-03-23,5,3,Chennai,Clothing,132,800,Warehouse_West,860,2
2024-03-23,5,3,Chennai,Furniture,36,12000,Warehouse_South,836,3
2024-03-23,5,3,Chennai,Medicines,239,200,Warehouse_North,712,4
2024-03-23,5,3,Pune,Electronics,65,8500,Warehouse_West,791,2
2024-03-23,5,3,Pune,Groceries,268,150,Warehouse_North,538,2
2024-03-23,5,3,Pune,Clothing,100,800,Warehouse_North,294,1
2024-03-23,5,3,Pune,Furniture,29,12000,Warehouse_West,345,1
2024-03-23,5,3,Pune,Medicines,186,200,Warehouse_West,237,1
2024-03-23,5,3,Hyderabad,Electronics,66,8500,Warehouse_West,946,1
2024-03-23,5,3,Hyderabad,Groceries,236,150,Warehouse_North,343,4
2024-03-23,5,3,Hyderabad,Clothing,105,800,Warehouse_North,940,4
2024-03-23,5,3,Hyderabad,Furniture,26,12000,Warehouse_West,938,1
2024-03-23,5,3,Hyderabad,Medicines,216,200,Warehouse_North,413,2
2024-03-24,6,3,Mumbai,Electronics,87,8500,Warehouse_South,228,3
2024-03-24,6,3,Mumbai,Groceries,409,150,Warehouse_West,811,1
2024-03-24,6,3,Mumbai,Clothing,148,800,Warehouse_West,396,2
2024-03-24,6,3,Mumbai,Furniture,44,12000,Warehouse_West,222,3
2024-03-24,6,3,Mumbai,Medicines,339,200,Warehouse_West,765,2
2024-03-24,6,3,Delhi,Electronics,78,8500,Warehouse_North,983,1
2024-03-24,6,3,Delhi,Groceries,342,150,Warehouse_North,797,4
2024-03-24,6,3,Delhi,Clothing,151,800,Warehouse_North,926,2
2024-03-24,6,3,Delhi,Furniture,37,12000,Warehouse_South,679,4
2024-03-24,6,3,Delhi,Medicines,270,200,Warehouse_South,956,3
2024-03-24,6,3,Bangalore,Electronics,87,8500,Warehouse_North,294,1
2024-03-24,6,3,Bangalore,Groceries,388,150,Warehouse_North,453,3
2024-03-24,6,3,Bangalore,Clothing,154,800,Warehouse_North,280,2
2024-03-24,6,3,Bangalore,Furniture,37,12000,Warehouse_North,461,1
2024-03-24,6,3,Bangalore,Medicines,266,200,Warehouse_North,276,4
2024-03-24,6,3,Chennai,Electronics,77,8500,Warehouse_North,246,2
2024-03-24,6,3,Chennai,Groceries,330,150,Warehouse_North,356,1
2024-03-24,6,3,Chennai,Clothing,123,800,Warehouse_North,968,3
2024-03-24,6,3,Chennai,Furniture,35,12000,Warehouse_West,741,3
2024-03-24,6,3,Chennai,Medicines,278,200,Warehouse_South,530,3
2024-03-24,6,3,Pune,Electronics,55,8500,Warehouse_North,612,2
2024-03-24,6,3,Pune,Groceries,247,150,Warehouse_North,346,3
2024-03-24,6,3,Pune,Clothing,119,800,Warehouse_North,946,3
2024-03-24,6,3,Pune,Furniture,28,12000,Warehouse_North,289,4
2024-03-24,6,3,Pune,Medicines,181,200,Warehouse_North,716,1
2024-03-24,6,3,Hyderabad,Electronics,56,8500,Warehouse_South,802,3
2024-03-24,6,3,Hyderabad,Groceries,266,150,Warehouse_West,886,2
2024-03-24,6,3,Hyderabad,Clothing,110,800,Warehouse_South,922,3
2024-03-24,6,3,Hyderabad,Furniture,24,12000,Warehouse_South,823,3
2024-03-24,6,3,Hyderabad,Medicines,195,200,Warehouse_North,478,3
2024-03-25,0,3,Mumbai,Electronics,62,8500,Warehouse_North,505,4
2024-03-25,0,3,Mumbai,Groceries,312,150,Warehouse_West,456,4
2024-03-25,0,3,Mumbai,Clothing,121,800,Warehouse_South,751,2
2024-03-25,0,3,Mumbai,Furniture,27,12000,Warehouse_West,786,1
2024-03-25,0,3,Mumbai,Medicines,226,200,Warehouse_South,655,1
2024-03-25,0,3,Delhi,Electronics,67,8500,Warehouse_South,535,3
2024-03-25,0,3,Delhi,Groceries,301,150,Warehouse_West,602,4
2024-03-25,0,3,Delhi,Clothing,114,800,Warehouse_South,223,4
2024-03-25,0,3,Delhi,Furniture,25,12000,Warehouse_West,831,3
2024-03-25,0,3,Delhi,Medicines,218,200,Warehouse_South,649,1
2024-03-25,0,3,Bangalore,Electronics,67,8500,Warehouse_West,675,2
2024-03-25,0,3,Bangalore,Groceries,253,150,Warehouse_North,369,1
2024-03-25,0,3,Bangalore,Clothing,106,800,Warehouse_South,269,2
2024-03-25,0,3,Bangalore,Furniture,26,12000,Warehouse_West,887,4
2024-03-25,0,3,Bangalore,Medicines,210,200,Warehouse_North,768,3
2024-03-25,0,3,Chennai,Electronics,50,8500,Warehouse_North,633,4
2024-03-25,0,3,Chennai,Groceries,235,150,Warehouse_North,502,3
2024-03-25,0,3,Chennai,Clothing,93,800,Warehouse_South,637,1
2024-03-25,0,3,Chennai,Furniture,20,12000,Warehouse_North,961,3
2024-03-25,0,3,Chennai,Medicines,182,200,Warehouse_West,913,3
2024-03-25,0,3,Pune,Electronics,54,8500,Warehouse_North,340,2
2024-03-25,0,3,Pune,Groceries,221,150,Warehouse_South,909,4
2024-03-25,0,3,Pune,Clothing,90,800,Warehouse_West,239,3
2024-03-25,0,3,Pune,Furniture,15,12000,Warehouse_South,862,3
2024-03-25,0,3,Pune,Medicines,150,200,Warehouse_North,968,3
2024-03-25,0,3,Hyderabad,Electronics,52,8500,Warehouse_West,580,4
2024-03-25,0,3,Hyderabad,Groceries,203,150,Warehouse_West,507,1
2024-03-25,0,3,Hyderabad,Clothing,86,800,Warehouse_West,995,2
2024-03-25,0,3,Hyderabad,Furniture,21,12000,Warehouse_West,965,1
2024-03-25,0,3,Hyderabad,Medicines,169,200,Warehouse_West,223,1
2024-03-26,1,3,Mumbai,Electronics,72,8500,Warehouse_West,576,3
2024-03-26,1,3,Mumbai,Groceries,313,150,Warehouse_North,601,1
2024-03-26,1,3,Mumbai,Clothing,94,800,Warehouse_West,552,3
2024-03-26,1,3,Mumbai,Furniture,28,12000,Warehouse_North,434,3
2024-03-26,1,3,Mumbai,Medicines,235,200,Warehouse_South,878,3
2024-03-26,1,3,Delhi,Electronics,63,8500,Warehouse_South,765,1
2024-03-26,1,3,Delhi,Groceries,272,150,Warehouse_North,631,4
2024-03-26,1,3,Delhi,Clothing,96,800,Warehouse_South,934,4
2024-03-26,1,3,Delhi,Furniture,28,12000,Warehouse_West,200,3
2024-03-26,1,3,Delhi,Medicines,197,200,Warehouse_North,285,2
2024-03-26,1,3,Bangalore,Electronics,57,8500,Warehouse_North,517,3
2024-03-26,1,3,Bangalore,Groceries,297,150,Warehouse_South,724,3
2024-03-26,1,3,Bangalore,Clothing,108,800,Warehouse_North,455,3
2024-03-26,1,3,Bangalore,Furniture,23,12000,Warehouse_South,343,2
2024-03-26,1,3,Bangalore,Medicines,219,200,Warehouse_West,259,4
2024-03-26,1,3,Chennai,Electronics,42,8500,Warehouse_West,434,1
2024-03-26,1,3,Chennai,Groceries,166,150,Warehouse_North,431,1
2024-03-26,1,3,Chennai,Clothing,69,800,Warehouse_West,818,3
2024-03-26,1,3,Chennai,Furniture,20,12000,Warehouse_West,656,3
2024-03-26,1,3,Chennai,Medicines,140,200,Warehouse_South,463,4
2024-03-26,1,3,Pune,Electronics,45,8500,Warehouse_South,420,2
2024-03-26,1,3,Pune,Groceries,229,150,Warehouse_South,203,1
2024-03-26,1,3,Pune,Clothing,105,800,Warehouse_West,742,1
2024-03-26,1,3,Pune,Furniture,14,12000,Warehouse_South,599,3
2024-03-26,1,3,Pune,Medicines,113,200,Warehouse_South,440,1
2024-03-26,1,3,Hyderabad,Electronics,38,8500,Warehouse_West,958,3
2024-03-26,1,3,Hyderabad,Groceries,186,150,Warehouse_West,580,2
2024-03-26,1,3,Hyderabad,Clothing,45,800,Warehouse_North,732,4
2024-03-26,1,3,Hyderabad,Furniture,14,12000,Warehouse_West,254,3
2024-03-26,1,3,Hyderabad,Medicines,129,200,Warehouse_North,326,4
2024-03-27,2,3,Mumbai,Electronics,66,8500,Warehouse_North,702,3
2024-03-27,2,3,Mumbai,Groceries,293,150,Warehouse_West,663,3
2024-03-27,2,3,Mumbai,Clothing,134,800,Warehouse_West,968,3
2024-03-27,2,3,Mumbai,Furniture,32,12000,Warehouse_North,760,4
2024-03-27,2,3,Mumbai,Medicines,218,200,Warehouse_North,434,1
2024-03-27,2,3,Delhi,Electronics,73,8500,Warehouse_South,680,3
2024-03-27,2,3,Delhi,Groceries,254,150,Warehouse_West,250,1
2024-03-27,2,3,Delhi,Clothing,118,800,Warehouse_West,840,2
2024-03-27,2,3,Delhi,Furniture,29,12000,Warehouse_North,667,2
2024-03-27,2,3,Delhi,Medicines,221,200,Warehouse_North,670,1
2024-03-27,2,3,Bangalore,Electronics,51,8500,Warehouse_North,228,1
2024-03-27,2,3,Bangalore,Groceries,255,150,Warehouse_South,918,4
2024-03-27,2,3,Bangalore,Clothing,105,800,Warehouse_South,304,1
2024-03-27,2,3,Bangalore,Furniture,24,12000,Warehouse_North,696,4
2024-03-27,2,3,Bangalore,Medicines,202,200,Warehouse_South,510,3
2024-03-27,2,3,Chennai,Electronics,42,8500,Warehouse_North,969,4
2024-03-27,2,3,Chennai,Groceries,250,150,Warehouse_South,454,4
2024-03-27,2,3,Chennai,Clothing,96,800,Warehouse_South,294,4
2024-03-27,2,3,Chennai,Furniture,23,12000,Warehouse_West,839,1
2024-03-27,2,3,Chennai,Medicines,197,200,Warehouse_North,254,1
2024-03-27,2,3,Pune,Electronics,50,8500,Warehouse_West,865,1
2024-03-27,2,3,Pune,Groceries,248,150,Warehouse_West,933,3
2024-03-27,2,3,Pune,Clothing,67,800,Warehouse_North,561,1
2024-03-27,2,3,Pune,Furniture,14,12000,Warehouse_West,637,3
2024-03-27,2,3,Pune,Medicines,181,200,Warehouse_West,207,4
2024-03-27,2,3,Hyderabad,Electronics,49,8500,Warehouse_South,468,3
2024-03-27,2,3,Hyderabad,Groceries,185,150,Warehouse_North,294,1
2024-03-27,2,3,Hyderabad,Clothing,90,800,Warehouse_South,669,1
2024-03-27,2,3,Hyderabad,Furniture,17,12000,Warehouse_North,393,2
2024-03-27,2,3,Hyderabad,Medicines,124,200,Warehouse_West,535,3
2024-03-28,3,3,Mumbai,Electronics,73,8500,Warehouse_North,869,2
2024-03-28,3,3,Mumbai,Groceries,297,150,Warehouse_South,850,1
2024-03-28,3,3,Mumbai,Clothing,112,800,Warehouse_North,713,4
2024-03-28,3,3,Mumbai,Furniture,29,12000,Warehouse_West,841,1
2024-03-28,3,3,Mumbai,Medicines,245,200,Warehouse_West,435,2
2024-03-28,3,3,Delhi,Electronics,66,8500,Warehouse_West,399,2
2024-03-28,3,3,Delhi,Groceries,261,150,Warehouse_North,433,2
2024-03-28,3,3,Delhi,Clothing,122,800,Warehouse_West,842,4
2024-03-28,3,3,Delhi,Furniture,26,12000,Warehouse_West,361,1
2024-03-28,3,3,Delhi,Medicines,239,200,Warehouse_North,324,4
2024-03-28,3,3,Bangalore,Electronics,47,8500,Warehouse_North,420,1
2024-03-28,3,3,Bangalore,Groceries,302,150,Warehouse_West,732,2
2024-03-28,3,3,Bangalore,Clothing,95,800,Warehouse_South,721,3
2024-03-28,3,3,Bangalore,Furniture,28,12000,Warehouse_West,856,1
2024-03-28,3,3,Bangalore,Medicines,185,200,Warehouse_South,428,3
2024-03-28,3,3,Chennai,Electronics,61,8500,Warehouse_West,234,1
2024-03-28,3,3,Chennai,Groceries,215,150,Warehouse_West,211,3
2024-03-28,3,3,Chennai,Clothing,86,800,Warehouse_North,803,1
2024-03-28,3,3,Chennai,Furniture,18,12000,Warehouse_North,285,4
2024-03-28,3,3,Chennai,Medicines,153,200,Warehouse_West,990,4
2024-03-28,3,3,Pune,Electronics,44,8500,Warehouse_North,727,1
2024-03-28,3,3,Pune,Groceries,189,150,Warehouse_South,553,3
2024-03-28,3,3,Pune,Clothing,98,800,Warehouse_North,518,3
2024-03-28,3,3,Pune,Furniture,18,12000,Warehouse_North,897,2
2024-03-28,3,3,Pune,Medicines,155,200,Warehouse_South,292,1
2024-03-28,3,3,Hyderabad,Electronics,56,8500,Warehouse_West,706,1
2024-03-28,3,3,Hyderabad,Groceries,221,150,Warehouse_North,663,4
2024-03-28,3,3,Hyderabad,Clothing,90,800,Warehouse_West,296,3
2024-03-28,3,3,Hyderabad,Furniture,26,12000,Warehouse_South,609,3
2024-03-28,3,3,Hyderabad,Medicines,118,200,Warehouse_North,970,4
2024-03-29,4,3,Mumbai,Electronics,77,8500,Warehouse_West,946,2
2024-03-29,4,3,Mumbai,Groceries,283,150,Warehouse_South,531,2
2024-03-29,4,3,Mumbai,Clothing,125,800,Warehouse_West,314,1
2024-03-29,4,3,Mumbai,Furniture,29,12000,Warehouse_South,427,2
2024-03-29,4,3,Mumbai,Medicines,258,200,Warehouse_South,727,2
2024-03-29,4,3,Delhi,Electronics,69,8500,Warehouse_West,241,1
2024-03-29,4,3,Delhi,Groceries,217,150,Warehouse_South,366,1
2024-03-29,4,3,Delhi,Clothing,109,800,Warehouse_West,608,4
2024-03-29,4,3,Delhi,Furniture,30,12000,Warehouse_West,238,1
2024-03-29,4,3,Delhi,Medicines,177,200,Warehouse_North,613,1
2024-03-29,4,3,Bangalore,Electronics,63,8500,Warehouse_West,553,1
2024-03-29,4,3,Bangalore,Groceries,245,150,Warehouse_South,685,1
2024-03-29,4,3,Bangalore,Clothing,121,800,Warehouse_South,332,3
2024-03-29,4,3,Bangalore,Furniture,25,12000,Warehouse_North,464,1
2024-03-29,4,3,Bangalore,Medicines,154,200,Warehouse_South,836,2
2024-03-29,4,3,Chennai,Electronics,51,8500,Warehouse_North,506,2
2024-03-29,4,3,Chennai,Groceries,234,150,Warehouse_South,653,3
2024-03-29,4,3,Chennai,Clothing,86,800,Warehouse_West,639,3
2024-03-29,4,3,Chennai,Furniture,18,12000,Warehouse_West,331,4
2024-03-29,4,3,Chennai,Medicines,146,200,Warehouse_West,759,4
2024-03-29,4,3,Pune,Electronics,41,8500,Warehouse_South,233,4
2024-03-29,4,3,Pune,Groceries,215,150,Warehouse_South,370,2
2024-03-29,4,3,Pune,Clothing,77,800,Warehouse_North,792,3
2024-03-29,4,3,Pune,Furniture,16,12000,Warehouse_South,814,2
2024-03-29,4,3,Pune,Medicines,153,200,Warehouse_West,548,3
2024-03-29,4,3,Hyderabad,Electronics,42,8500,Warehouse_North,779,4
2024-03-29,4,3,Hyderabad,Groceries,198,150,Warehouse_West,830,4
2024-03-29,4,3,Hyderabad,Clothing,96,800,Warehouse_North,845,1
2024-03-29,4,3,Hyderabad,Furniture,22,12000,Warehouse_North,671,1
2024-03-29,4,3,Hyderabad,Medicines,129,200,Warehouse_West,894,4
2024-03-30,5,3,Mumbai,Electronics,91,8500,Warehouse_North,321,4
2024-03-30,5,3,Mumbai,Groceries,402,150,Warehouse_South,998,4
2024-03-30,5,3,Mumbai,Clothing,172,800,Warehouse_South,929,1
2024-03-30,5,3,Mumbai,Furniture,39,12000,Warehouse_South,663,4
2024-03-30,5,3,Mumbai,Medicines,288,200,Warehouse_West,679,2
2024-03-30,5,3,Delhi,Electronics,94,8500,Warehouse_West,746,1
2024-03-30,5,3,Delhi,Groceries,386,150,Warehouse_North,545,2
2024-03-30,5,3,Delhi,Clothing,163,800,Warehouse_North,647,1
2024-03-30,5,3,Delhi,Furniture,38,12000,Warehouse_South,839,4
2024-03-30,5,3,Delhi,Medicines,286,200,Warehouse_West,279,1
2024-03-30,5,3,Bangalore,Electronics,83,8500,Warehouse_South,311,3
2024-03-30,5,3,Bangalore,Groceries,378,150,Warehouse_South,950,4
2024-03-30,5,3,Bangalore,Clothing,149,800,Warehouse_North,745,3
2024-03-30,5,3,Bangalore,Furniture,36,12000,Warehouse_North,746,3
2024-03-30,5,3,Bangalore,Medicines,288,200,Warehouse_South,258,3
2024-03-30,5,3,Chennai,Electronics,55,8500,Warehouse_West,285,3
2024-03-30,5,3,Chennai,Groceries,265,150,Warehouse_North,782,1
2024-03-30,5,3,Chennai,Clothing,124,800,Warehouse_North,804,4
2024-03-30,5,3,Chennai,Furniture,31,12000,Warehouse_West,268,2
2024-03-30,5,3,Chennai,Medicines,210,200,Warehouse_South,985,3
2024-03-30,5,3,Pune,Electronics,69,8500,Warehouse_South,517,2
2024-03-30,5,3,Pune,Groceries,315,150,Warehouse_West,908,3
2024-03-30,5,3,Pune,Clothing,117,800,Warehouse_West,891,3
2024-03-30,5,3,Pune,Furniture,23,12000,Warehouse_South,985,2
2024-03-30,5,3,Pune,Medicines,181,200,Warehouse_South,623,1
2024-03-30,5,3,Hyderabad,Electronics,75,8500,Warehouse_West,719,4
2024-03-30,5,3,Hyderabad,Groceries,279,150,Warehouse_West,769,4
2024-03-30,5,3,Hyderabad,Clothing,94,800,Warehouse_West,819,3
2024-03-30,5,3,Hyderabad,Furniture,31,12000,Warehouse_West,381,2
2024-03-30,5,3,Hyderabad,Medicines,174,200,Warehouse_South,914,3
2024-03-31,6,3,Mumbai,Electronics,87,8500,Warehouse_West,984,1
2024-03-31,6,3,Mumbai,Groceries,433,150,Warehouse_North,552,2
2024-03-31,6,3,Mumbai,Clothing,163,800,Warehouse_South,698,3
2024-03-31,6,3,Mumbai,Furniture,44,12000,Warehouse_North,915,1
2024-03-31,6,3,Mumbai,Medicines,326,200,Warehouse_South,875,4
2024-03-31,6,3,Delhi,Electronics,88,8500,Warehouse_North,236,1
2024-03-31,6,3,Delhi,Groceries,402,150,Warehouse_North,879,2
